Plant,Model,MAE,RMSE,MAPE,sMAPE,R2,PredMean,ActualMean,Bias,Samples
AliceSprings_HighEfficiency_4A,Persistence,0.15559565438946968,0.3377805289829139,31666.414322019562,14.90249401274292,0.9558640999331137,2.311333502296446,2.311446258404058,-0.00011275610761167656,14853
AliceSprings_HighEfficiency_4A,XGBoost,0.08095366829449284,0.1500086990585766,92005.51345815603,14.482098218474757,0.9912952630025976,2.2923566715735766,2.311446258404058,-0.019089586830481398,14853
AliceSprings_HighEfficiency_4A,DNN,0.06167138010124986,0.12152718008922496,92621.36785684394,13.304597425645524,0.9942869292022055,2.351222732420069,2.311446258404058,0.03977647401601101,14853
AliceSprings_HighEfficiency_4A,TFT,0.055532512060641116,0.11831257927335201,55207.116506176375,14.785936068041483,0.9945851727074814,2.2935578203326497,2.311446258404058,-0.017888438071408067,14853
AliceSprings_HighEfficiency_4A,Hybrid,0.046069877045484216,0.11074913857158172,92991.49974390872,12.709631809199639,0.9952553576782582,2.3261881208197885,2.311446258404058,0.014741862415730453,14853
AliceSprings_HighEfficiency_4A,AdaptiveBlend,0.045403102398652494,0.11348819677810024,60800.87257360466,11.678904788579823,0.9950177656035155,2.3233550185083907,2.311446258404058,0.011908760104332575,14853
AliceSprings_HighEfficiency_4A,StackedXGB,0.050241945131736486,0.1141726148476382,38425.32270094562,11.66995844982301,0.9949574912568778,2.3216351436422102,2.311446258404058,0.010188885238152172,14853
AliceSprings_MonoTrack_1A,Persistence,0.0520987696417755,0.11320663053328106,12950.664313058194,16.133556067260493,0.9530936170816412,0.7625880595691797,0.7625954183508398,-7.3587816600422065e-06,14853
AliceSprings_MonoTrack_1A,XGBoost,0.04209013419553133,0.0763091435412971,187786.15038567453,25.658372986634337,0.9786871575522701,0.7668306360238561,0.7625954183508398,0.004235217673016307,14853
AliceSprings_MonoTrack_1A,DNN,0.03100742735031174,0.0496004772226692,122605.74713190281,23.848321443056786,0.9909954932913336,0.7737751725020492,0.7625954183508398,0.011179754151209453,14853
AliceSprings_MonoTrack_1A,TFT,0.02668999638152904,0.04442046982680416,37405.014630244026,21.961428522980782,0.9927780494344214,0.774598850915105,0.7625954183508398,0.01200343256426521,14853
AliceSprings_MonoTrack_1A,Hybrid,0.027423349196838948,0.04463728542799724,106983.28291266483,22.705214400250505,0.9927073769287437,0.7782020308170009,0.7625954183508398,0.01560661246616118,14853
AliceSprings_MonoTrack_1A,AdaptiveBlend,0.0246031967605539,0.04650245635070768,69281.93168576641,21.962564513364175,0.9920851989350904,0.773888302544697,0.7625954183508398,0.011292884193857163,14853
AliceSprings_MonoTrack_1A,StackedXGB,0.021340215474397076,0.04021941898534085,33423.613611649096,21.10804622854442,0.9940794807047202,0.7699805080369211,0.7625954183508398,0.007385089686081253,14853
AliceSprings_PolyFixed_1C,Persistence,0.04678686555781199,0.10619328303207645,11251.415425741467,15.84581026267911,0.9615422342824154,0.682188193055576,0.682195264577348,-7.07152177206965e-06,14853
AliceSprings_PolyFixed_1C,XGBoost,0.04224410874516889,0.0752413208785206,184491.74604855955,30.55736089346759,0.9806935343536402,0.6922804454505436,0.682195264577348,0.0100851808731955,14853
AliceSprings_PolyFixed_1C,DNN,0.03332420276891068,0.05627335561529695,182101.72452360316,35.39936291228056,0.9892007006237507,0.6700353091034008,0.682195264577348,-0.01215995547394729,14853
AliceSprings_PolyFixed_1C,TFT,0.024461654977771686,0.04769858601690579,44030.95344169013,24.799845047039756,0.9922410855327456,0.6781885347488408,0.682195264577348,-0.004006729828507299,14853
AliceSprings_PolyFixed_1C,Hybrid,0.023614995868633557,0.048667768571083486,120616.57712389372,23.82313239716565,0.9919225770722542,0.6807588368246809,0.682195264577348,-0.0014364277526671414,14853
AliceSprings_PolyFixed_1C,AdaptiveBlend,0.02412331071621624,0.05117823348762214,75256.31468091802,22.4608683842805,0.9910677568435217,0.6812808972397828,0.682195264577348,-0.0009143673375652482,14853
AliceSprings_PolyFixed_1C,StackedXGB,0.022836023582952145,0.04563304857773769,45066.442137361104,22.053335502530903,0.9928985191351115,0.6780665057921882,0.682195264577348,-0.0041287587851598275,14853
AliceSprings_PolyUtility_3A,Persistence,0.1597032372558933,0.3466471607875599,29991.802926584915,16.876523683560716,0.9556099852027143,2.3458261563081324,2.345846165732273,-2.0009424140677045e-05,14853
AliceSprings_PolyUtility_3A,XGBoost,0.10343186675816074,0.1698933487145566,104639.46316491238,18.754174104742134,0.9893374090604913,2.3073208983099702,2.345846165732273,-0.03852526742230295,14853
AliceSprings_PolyUtility_3A,DNN,0.0733552077885562,0.12934929089092304,105192.6607284597,17.7308080131631,0.9938192938086562,2.3832582938223066,2.345846165732273,0.03741212809003343,14853
AliceSprings_PolyUtility_3A,TFT,0.0594331247998291,0.11761295566570039,69903.93024121702,18.28038795169982,0.9948900067892908,2.35102198372415,2.345846165732273,0.005175817991876962,14853
AliceSprings_PolyUtility_3A,Hybrid,0.05932983119941671,0.11872717008799188,104976.32419666056,17.05321056856989,0.9947927284309739,2.3547085625561874,2.345846165732273,0.008862396823914563,14853
AliceSprings_PolyUtility_3A,AdaptiveBlend,0.05765473941775232,0.1212723472679473,57433.07185045635,15.432957961669558,0.994567076848305,2.354119268588222,2.345846165732273,0.008273102855949264,14853
AliceSprings_PolyUtility_3A,StackedXGB,0.05577239243428621,0.1131943880533593,38189.33910480942,15.475844258811684,0.9952667462594442,2.337497662894265,2.345846165732273,-0.00834850283800781,14853
